School Number,,School Name,English Reading 2018-2019 Adv Pass Rate,Writing 2018-2019 Adv Pass Rate,Geography 2018-2019 Adv Pass Rate,VA & US History 2018-2019 Adv Pass Rate,World History I 2018-2019 Adv Pass Rate,World History II 2018-2019 Adv Pass Rate,Algebra I 2018-2019 Adv Pass Rate,Algebra II 2018-2019 Adv Pass Rate,Geometry 2018-2019 Adv Pass Rate,Biology 2018-2019 Adv Pass Rate,Chemistry 2018-2019 Adv Pass Rate,Earth Science 2018-2019 Adv Pass Rate,Standard Diploma ,Advanced Studies Diploma ,Other Diploma ,Certificate of Program Completion ,GED Certificate ,ISAEP3,Total Graduates2 and Completers 2019-2020,Attending Two-year Colleges,Attending Four-year Colleges,Other Continuing Education Plans,Employment,Military,No Plans,Division Name,Jurisdiction,"Population estimates, July 1, 2019, (V2019)","Female persons, percent","White alone, percent","Black or African American alone, percent(a)","American Indian and Alaska Native alone, percent(a)","Asian alone, percent(a)","Hispanic or Latino, percent(b)","Owner-occupied housing unit rate, 2015-2019","Households with a computer, percent, 2015-2019","Households with a broadband Internet subscription, percent, 2015-2019","High school graduate or higher, percent of persons age 25 years+, 2015-2019","Bachelor's degree or higher, percent of persons age 25 years+, 2015-2019","Median household income (in 2019 dollars), 2015-2019","Per capita income in past 12 months (in 2019 dollars), 2015-2019","Persons in poverty, percent","Population per square mile, 2010"
540,,Arcadia High,5,13,1,2,12,5,1,5,6,6,0,1,84,68,,7,3,,162,2,148,6,4,1,1,Accomack County  ,"Accomack County, Virginia",32316,0.513,0.678,0.288,0.007,0.008,0.091,0.668,0.811,0.685,0.815,0.195,46073,26018,0.164,73.8
70,,Nandua High,4,19,2,7,7,22,0,11,4,22,0,5,71,73,8,,,,152,49,47,7,7,34,8,Accomack County  ,"Accomack County, Virginia",32316,0.513,0.678,0.288,0.007,0.008,0.091,0.668,0.811,0.685,0.815,0.195,46073,26018,0.164,73.8
880,,Albemarle High,12,40,0,7,14,11,2,16,3,10,27,4,152,293,27,1,1,,474,93,260,30,47,8,36,Albemarle County  ,"Albemarle County, Virginia",109330,0.521,0.818,0.097,0.004,0.055,0.058,0.633,0.931,0.853,0.921,0.551,79880,44799,0.067,137.3
1052,,Monticello High,10,30,7,3,13,8,0,11,0,20,22,4,109,163,1,,3,,276,72,124,4,68,6,2,Albemarle County  ,"Albemarle County, Virginia",109330,0.521,0.818,0.097,0.004,0.055,0.058,0.633,0.931,0.853,0.921,0.551,79880,44799,0.067,137.3
890,,Murray High,5,23,11,,0,0,0,0,0,13,,6,18,3,,,,,21,10,3,2,6,,,Albemarle County  ,"Albemarle County, Virginia",109330,0.521,0.818,0.097,0.004,0.055,0.058,0.633,0.931,0.853,0.921,0.551,79880,44799,0.067,137.3
140,,Western Albemarle High,12,54,22,8,27,17,0,17,4,22,19,6,63,223,5,,,3,294,35,205,30,23,1,,Albemarle County  ,"Albemarle County, Virginia",109330,0.521,0.818,0.097,0.004,0.055,0.058,0.633,0.931,0.853,0.921,0.551,79880,44799,0.067,137.3
310,,Alleghany High,4,10,7,5,17,9,0,14,0,14,5,3,74,74,7,,3,,158,65,42,9,40,2,,Alleghany County  ,"Alleghany County, Virginia",14860,0.511,0.928,0.047,0.003,0.003,0.016,0.762,0.815,0.697,0.86,0.15,47673,27338,0.115,36.5
10,,Amelia County High,8,29,5,16,10,6,11,1,4,0,8,6,69,64,7,,,,140,32,56,19,26,7,,Amelia County  ,"Amelia County, Virginia",13145,0.507,0.765,0.204,0.006,0.006,0.032,0.844,0.832,0.719,0.839,0.171,57946,31688,0.093,35.7
750,,Amherst County High,22,,0,3,0,1,10,6,12,18,3,7,144,138,7,,2,,291,79,102,8,69,17,16,Amherst County  ,"Amherst County, Virginia",31605,0.514,0.769,0.191,0.009,0.006,0.024,0.771,0.812,0.692,0.856,0.191,52888,26712,0.12,68.3
260,,Appomattox County High,13,0,8,26,1,17,15,9,30,4,0,0,70,72,4,,,3,149,33,66,6,40,4,,Appomattox County  ,"Appomattox County, Virginia",15911,0.515,0.787,0.185,0.003,0.004,0.019,0.778,0.818,0.694,0.859,0.209,58696,28586,0.126,44.9
618,,Arlington Community High,0,0,0,17,40,,,,8,27,2,6,55,5,,,1,,61,29,7,8,16,1,,Arlington County  ,"Arlington County, Virginia",236842,0.499,0.75,0.097,0.006,0.11,0.156,0.427,0.957,0.913,0.943,0.753,120071,71841,0.076,7993.6
450,,Wakefield High,21,3,4,17,6,17,23,3,15,45,8,10,228,261,20,,,1,510,132,270,10,35,14,49,Arlington County  ,"Arlington County, Virginia",236842,0.499,0.75,0.097,0.006,0.11,0.156,0.427,0.957,0.913,0.943,0.753,120071,71841,0.076,7993.6
80,,Washington-Liberty High,7,6,1,17,15,27,36,7,16,48,11,11,162,407,7,,,,576,91,410,10,26,7,32,Arlington County  ,"Arlington County, Virginia",236842,0.499,0.75,0.097,0.006,0.11,0.156,0.427,0.957,0.913,0.943,0.753,120071,71841,0.076,7993.6
330,,Yorktown High,18,10,7,18,22,33,25,9,2,19,14,22,118,419,9,,,,546,59,453,11,16,3,4,Arlington County  ,"Arlington County, Virginia",236842,0.499,0.75,0.097,0.006,0.11,0.156,0.427,0.957,0.913,0.943,0.753,120071,71841,0.076,7993.6
660,,Buffalo Gap High,44,34,23,13,4,13,0,12,10,36,20,3,72,49,1,,,,122,54,28,12,27,1,,Augusta County  ,"Augusta County, Virginia",75558,0.492,0.928,0.047,0.003,0.006,0.031,0.793,0.867,0.758,0.874,0.227,62711,30272,0.073,76.3
670,,Fort Defiance High,,24,1,18,15,19,37,17,4,23,7,7,83,82,8,1,3,,177,44,52,6,52,13,10,Augusta County  ,"Augusta County, Virginia",75558,0.492,0.928,0.047,0.003,0.006,0.031,0.793,0.867,0.758,0.874,0.227,62711,30272,0.073,76.3
680,,Riverheads High,,18,3,8,14,12,,9,9,26,12,0,65,50,1,,,2,118,14,20,6,4,4,70,Augusta County  ,"Augusta County, Virginia",75558,0.492,0.928,0.047,0.003,0.006,0.031,0.793,0.867,0.758,0.874,0.227,62711,30272,0.073,76.3
730,,Stuarts Draft High,,27,2,21,14,18,20,8,7,32,15,5,81,72,2,,,2,157,46,45,,42,5,19,Augusta County  ,"Augusta County, Virginia",75558,0.492,0.928,0.047,0.003,0.006,0.031,0.793,0.867,0.758,0.874,0.227,62711,30272,0.073,76.3
720,,Wilson Memorial High,49,45,5,39,14,22,18,6,5,6,9,23,78,96,15,,,2,191,10,20,9,8,3,141,Augusta County  ,"Augusta County, Virginia",75558,0.492,0.928,0.047,0.003,0.006,0.031,0.793,0.867,0.758,0.874,0.227,62711,30272,0.073,76.3
140,,Bath County High,0,0,0,0,8,0,0,9,13,20,,2,9,18,3,,,,30,5,16,,8,1,,Bath County  ,"Bath County, Virginia",4147,0.494,0.929,0.048,0.002,0.005,0.022,0.753,0.788,0.686,0.903,0.159,49738,27527,0.099,8.9
1212,,Jefferson Forest High,9,41,0,7,0,2,4,30,3,15,4,0,100,216,13,,3,2,334,45,232,9,41,5,2,Bedford County  ,"Bedford County, Virginia",78997,0.508,0.896,0.072,0.004,0.012,0.024,0.821,0.868,0.761,0.9,0.292,64199,33678,0.086,91.2
1180,,Liberty High,5,30,,5,0,5,1,4,4,8,3,1,85,91,9,,,2,187,43,68,13,53,10,,Bedford County  ,"Bedford County, Virginia",78997,0.508,0.896,0.072,0.004,0.012,0.024,0.821,0.868,0.761,0.9,0.292,64199,33678,0.086,91.2
1190,,Staunton River High,5,21,3,3,,2,3,25,1,13,21,0,97,112,17,,2,,228,96,61,12,52,7,,Bedford County  ,"Bedford County, Virginia",78997,0.508,0.896,0.072,0.004,0.012,0.024,0.821,0.868,0.761,0.9,0.292,64199,33678,0.086,91.2
430,,James River High,5,23,15,19,26,0,10,14,13,11,12,4,60,77,,,,,137,56,36,9,30,4,2,Botetourt County  ,"Botetourt County, Virginia",33419,0.503,0.941,0.033,0.003,0.008,0.018,0.863,0.887,0.802,0.928,0.283,71110,35893,0.057,61.2
440,,Lord Botetourt High,27,0,3,17,28,4,20,6,13,22,14,1,91,173,8,,1,,273,65,140,5,45,7,11,Botetourt County  ,"Botetourt County, Virginia",33419,0.503,0.941,0.033,0.003,0.008,0.018,0.863,0.887,0.802,0.928,0.283,71110,35893,0.057,61.2
650,,Brunswick High,7,0,2,0,1,6,0,0,,2,4,6,84,41,4,,1,,130,25,44,6,47,2,6,Brunswick County  ,"Brunswick County, Virginia",16231,0.464,0.424,0.548,0.004,0.009,0.025,0.707,0.784,0.666,0.785,0.136,44434,21732,0.209,30.8
1000,,Council High ,4,25,15,0,0,6,0,13,4,19,0,12,5,11,,1,,1,18,10,2,3,2,,1,Buchanan County  ,"Buchanan County, Virginia",21004,0.494,0.953,0.034,0.002,0.004,0.009,0.773,0.726,0.647,0.701,0.118,31956,19496,0.217,47.9
990,,Grundy High,3,13,0,8,0,15,17,0,23,0,0,7,68,27,,2,,5,102,62,17,5,16,1,1,Buchanan County  ,"Buchanan County, Virginia",21004,0.494,0.953,0.034,0.002,0.004,0.009,0.773,0.726,0.647,0.701,0.118,31956,19496,0.217,47.9
1020,,Hurley High,10,2,0,0,15,4,0,2,8,5,15,12,45,5,,3,1,,54,21,15,3,12,2,1,Buchanan County  ,"Buchanan County, Virginia",21004,0.494,0.953,0.034,0.002,0.004,0.009,0.773,0.726,0.647,0.701,0.118,31956,19496,0.217,47.9
1042,,Twin Valley High,0,28,8,7,0,0,10,8,8,11,0,,28,10,,1,1,1,41,29,7,1,3,,1,Buchanan County  ,"Buchanan County, Virginia",21004,0.494,0.953,0.034,0.002,0.004,0.009,0.773,0.726,0.647,0.701,0.118,31956,19496,0.217,47.9
720,,Brookville High,2,15,3,12,0,0,0,3,14,0,17,19,108,117,3,,,5,233,67,91,14,49,8,4,Campbell County  ,"Campbell County, Virginia",54885,0.514,0.815,0.148,0.004,0.011,0.029,0.747,0.85,0.733,0.872,0.225,49664,27739,0.108,108.8
222,,Rustburg High,1,2,0,6,2,0,0,5,17,7,11,13,104,103,,,,1,208,58,87,6,42,9,6,Campbell County  ,"Campbell County, Virginia",54885,0.514,0.815,0.148,0.004,0.011,0.029,0.747,0.85,0.733,0.872,0.225,49664,27739,0.108,108.8
460,,Caroline High,3,11,5,11,8,4,6,28,11,1,0,0,138,122,6,,1,,267,77,112,8,56,14,,Caroline County  ,"Caroline County, Virginia",30725,0.505,0.672,0.272,0.008,0.011,0.052,0.792,0.881,0.736,0.851,0.199,65103,31568,0.096,54.1
1230,,Carroll County High,0,19,5,8,0,5,8,21,8,10,3,2,109,142,9,,,1,261,76,108,,65,12,,Carroll County  ,"Carroll County, Virginia",29791,0.504,0.972,0.009,0.003,0.002,0.039,0.783,0.783,0.679,0.808,0.15,44835,25449,0.139,63.3
460,,Randolph-Henry High,4,7,8,0,4,23,43,31,9,17,15,0,48,64,4,1,1,2,120,51,40,6,10,9,4,Charlotte County  ,"Charlotte County, Virginia",11880,0.504,0.699,0.276,0.004,0.003,0.023,0.713,0.713,0.597,0.832,0.109,40573,22018,0.193,26.5
30,,Carver College and Career Academy,13,0,0,,0,9,32,0,2,21,28,2,67,17,,2,2,19,107,42,19,7,32,6,1,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
740,,Clover Hill High,24,10,21,38,5,11,42,25,13,17,28,3,165,295,9,,,,469,135,255,24,43,12,,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
840,,Cosby High,40,22,22,24,7,10,31,35,8,15,22,2,125,402,10,,,,537,94,372,30,25,13,3,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
770,,James River High,13,9,14,20,4,4,12,30,3,11,15,1,156,317,6,,,,479,114,282,19,49,10,5,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
10,,Lloyd C. Bird High,11,5,5,14,0,6,0,18,11,1,9,15,220,185,5,,1,,411,126,155,30,89,11,,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
632,,Manchester High,0,12,5,7,4,2,6,0,18,13,1,11,220,260,16,,,,496,137,216,39,85,14,5,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
530,,Matoaca High,7,0,9,9,10,11,3,2,0,8,7,0,169,220,11,,1,,401,82,203,36,63,17,,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
580,,Meadowbrook High,7,9,0,4,1,2,5,1,10,39,24,13,255,139,13,,,,407,137,123,22,111,14,,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
320,,Midlothian High,13,29,0,24,13,23,25,15,7,24,7,2,88,287,13,,,,388,74,268,18,17,7,4,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
280,,Monacan High,13,11,3,8,5,13,15,3,4,19,18,4,141,227,9,,,,377,79,222,16,50,10,,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
610,,Thomas Dale High,5,6,0,6,3,9,11,4,9,24,8,12,288,321,12,,,1,622,181,255,25,128,32,1,Chesterfield County  ,"Chesterfield County, Virginia",352802,0.518,0.682,0.245,0.006,0.037,0.095,0.758,0.946,0.901,0.923,0.405,82599,37658,0.066,747.1
10,,Clarke County High,,21,0,6,5,14,7,2,2,2,13,24,39,124,3,,,,166,42,75,9,29,10,1,Clarke County  ,"Clarke County, Virginia",14619,0.505,0.906,0.047,0.007,0.014,0.064,0.75,0.909,0.787,0.891,0.322,80026,41332,0.063,79.7
480,,Culpeper County High,19,3,19,30,10,6,27,8,16,17,2,20,125,140,3,,1,1,270,106,93,17,35,16,3,Culpeper County  ,"Culpeper County, Virginia",52605,0.501,0.794,0.146,0.008,0.017,0.116,0.727,0.899,0.835,0.861,0.257,77935,32028,0.092,123.1
50,,Eastern View High,2,18,0,9,7,18,,0,18,9,0,2,159,171,1,,,,331,135,110,,70,16,,Culpeper County  ,"Culpeper County, Virginia",52605,0.501,0.794,0.146,0.008,0.017,0.116,0.727,0.899,0.835,0.861,0.257,77935,32028,0.092,123.1
151,,Cumberland High,0,3,0,8,6,24,6,30,9,0,22,3,44,57,4,,,,105,5,34,3,59,4,,Cumberland County  ,"Cumberland County, Virginia",9932,0.516,0.658,0.305,0.008,0.005,0.032,0.739,0.796,0.606,0.835,0.149,47469,25138,0.138,33.8
275,,Ridgeview High,5,2,10,0,4,6,17,3,1,6,17,0,92,50,4,,,3,149,46,26,3,62,,12,Dickenson County  ,"Dickenson County, Virginia",14318,0.491,0.982,0.005,0.003,0.002,0.011,0.757,0.745,0.623,0.774,0.107,29932,24978,0.242,48.1
500,,Dinwiddie County High,2,16,13,15,4,2,6,4,23,,8,7,168,142,12,1,1,3,327,94,105,8,99,11,10,Dinwiddie County  ,"Dinwiddie County, Virginia",28544,0.51,0.648,0.322,0.004,0.008,0.038,0.772,0.858,0.745,0.832,0.186,60346,28922,0.107,55.6
10,,Essex High,2,,2,0,1,5,0,9,2,,5,6,47,45,6,,,,98,33,34,9,18,3,1,Essex County  ,"Essex County, Virginia",10953,0.531,0.573,0.374,0.009,0.012,0.039,0.671,0.807,0.614,0.823,0.174,51954,26847,0.162,43.4
660,,Annandale High,26,23,12,19,4,19,5,8,15,0,11,45,240,204,7,,,,451,99,185,12,4,5,146,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
200,,Centreville High,8,35,19,3,31,22,27,30,0,16,28,4,179,422,19,,,2,622,110,391,10,9,8,94,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
131,,Chantilly High,31,16,13,44,28,31,35,0,11,34,25,7,155,500,18,,1,,674,124,492,19,12,6,21,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1270,,Edison High,14,5,22,13,14,19,0,0,0,0,1,,222,300,18,,,1,541,122,244,16,9,13,137,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
190,,Fairfax County Adult High,0,0,0,0,0,0,12,29,5,28,11,3,119,,,2,,,121,13,,9,80,,19,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
20,,Fairfax High,33,20,19,25,4,7,30,1,12,18,4,20,198,393,5,,,2,598,123,374,9,18,5,69,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1100,,Falls Church High,17,12,21,0,8,19,2,26,9,2,31,15,204,242,11,1,,2,460,122,181,10,16,3,128,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
32,,Herndon High,13,11,1,6,27,18,2,15,5,18,7,16,196,304,10,,1,1,512,145,246,13,98,7,3,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1070,,Justice High,16,1,21,52,17,49,22,1,39,34,41,41,224,275,5,,,1,505,157,228,12,56,6,46,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1460,,Langley High,10,6,26,19,6,10,2,21,8,9,13,0,74,402,3,,,,479,28,421,3,3,,24,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1060,,Madison High,16,40,7,22,19,2,31,23,32,26,9,19,99,436,2,,,,537,52,449,6,27,3,,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1290,,Marshall High,60,20,0,30,7,23,18,36,38,0,19,49,154,370,5,,1,1,531,62,386,14,6,4,59,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
790,,McLean High,6,52,33,8,37,35,41,39,6,3,23,9,104,440,7,,,,551,65,446,17,8,4,11,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
420,,Mount Vernon High,3,14,1,14,5,7,12,1,0,2,0,0,239,181,7,,,1,428,113,147,30,83,17,38,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
2211,,Mountain View High,0,13,5,4,,0,0,17,29,1,32,11,121,3,,,,,124,38,25,13,23,8,17,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1710,,Oakton High,3,28,26,44,43,3,9,25,2,24,16,3,127,510,5,,1,,643,54,493,8,3,4,81,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
2241,,South County High,29,16,19,27,0,14,42,18,7,32,0,0,171,345,15,,,3,534,104,345,16,12,11,46,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1990,,South Lakes High,21,8,25,28,2,59,97,56,100,78,58,94,205,343,8,,,,556,115,351,23,19,4,44,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1371,,Thomas Jefferson High for Science and Technology,63,86,94,,7,24,4,19,15,1,21,12,,443,,,,,443,1,440,1,,,1,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
900,,West Potomac High,13,9,3,13,53,19,52,31,4,36,19,27,301,327,11,,,,639,107,305,22,8,14,183,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1610,,West Springfield High,35,0,9,29,3,23,15,7,29,15,20,23,146,368,4,,,1,519,121,347,11,34,5,1,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
2228,,Westfield High,0,18,56,13,37,33,13,40,28,33,35,0,224,384,14,,1,1,624,166,359,18,15,15,51,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
1260,,Woodson High,6,27,2,7,12,1,11,2,11,3,8,0,130,422,7,,,2,561,91,412,17,15,4,22,Fairfax County  ,"Fairfax County, Virginia",1147532,0.504,0.647,0.106,0.005,0.201,0.165,0.68,0.972,0.939,0.925,0.616,124831,56231,0.06,2766.8
701,,Fauquier High,8,0,26,0,17,13,0,1,14,3,0,14,138,197,18,4,,,357,79,194,17,48,7,12,Fauquier County  ,"Fauquier County, Virginia",71222,0.506,0.87,0.078,0.005,0.017,0.092,0.783,0.923,0.883,0.925,0.364,100783,45408,0.061,100.7
510,,Kettle Run High,4,5,5,19,2,9,4,0,13,2,10,3,106,188,15,,,1,310,57,194,7,21,15,16,Fauquier County  ,"Fauquier County, Virginia",71222,0.506,0.87,0.078,0.005,0.017,0.092,0.783,0.923,0.883,0.925,0.364,100783,45408,0.061,100.7
851,,Liberty High,7,9,9,9,62,0,6,2,0,27,8,5,174,129,18,7,,4,332,103,104,19,40,17,49,Fauquier County  ,"Fauquier County, Virginia",71222,0.506,0.87,0.078,0.005,0.017,0.092,0.783,0.923,0.883,0.925,0.364,100783,45408,0.061,100.7
660,,Floyd County High,21,8,5,15,8,11,10,9,8,29,0,17,67,81,10,,,,158,45,60,3,37,3,10,Floyd County  ,"Floyd County, Virginia",15749,0.496,0.955,0.02,0.002,0.005,0.03,0.811,0.816,0.736,0.87,0.221,51521,26882,0.114,40.2
260,,Fluvanna County High,0,5,20,21,2,3,26,9,12,18,15,15,121,163,7,,,,291,101,114,29,38,8,1,Fluvanna County  ,"Fluvanna County, Virginia",27270,0.542,0.807,0.153,0.004,0.009,0.038,0.85,0.922,0.858,0.911,0.339,76873,39633,0.073,89.8
1311,,Franklin County High,,5,18,7,19,15,,4,30,10,14,19,218,254,10,,,,482,170,142,44,99,20,7,Franklin County  ,"Franklin County, Virginia",56042,0.508,0.896,0.079,0.005,0.005,0.029,0.817,0.835,0.735,0.881,0.219,56254,30487,0.115,81.3
30,,James Wood High,7,3,22,6,22,14,2,14,2,9,31,4,143,183,8,,,,334,62,158,11,55,19,29,Frederick County  ,"Frederick County, Virginia",89313,0.502,0.905,0.047,0.005,0.018,0.093,0.776,0.905,0.813,0.892,0.283,78002,35123,0.065,189.4
584,,Millbrook High,8,27,10,27,34,1,15,1,10,28,2,6,140,182,11,1,,,334,31,224,12,43,15,9,Frederick County  ,"Frederick County, Virginia",89313,0.502,0.905,0.047,0.005,0.018,0.093,0.776,0.905,0.813,0.892,0.283,78002,35123,0.065,189.4
581,,Sherando High,27,2,23,19,2,25,8,11,39,7,10,8,139,171,13,,,1,324,29,195,21,50,17,12,Frederick County  ,"Frederick County, Virginia",89313,0.502,0.905,0.047,0.005,0.018,0.093,0.776,0.905,0.813,0.892,0.283,78002,35123,0.065,189.4
461,,Giles High,28,3,5,14,,10,7,3,14,22,14,0,79,24,7,,,,110,34,38,3,24,6,5,Giles County  ,"Giles County, Virginia",16720,0.506,0.963,0.016,0.003,0.006,0.018,0.751,0.806,0.737,0.889,0.181,54520,27137,0.114,48.6
470,,Narrows High,13,2,4,19,8,5,16,0,2,0,7,29,45,12,,,,,57,15,25,2,14,,1,Giles County  ,"Giles County, Virginia",16720,0.506,0.963,0.016,0.003,0.006,0.018,0.751,0.806,0.737,0.889,0.181,54520,27137,0.114,48.6
260,,Gloucester High,8,15,26,0,1,14,7,17,6,9,9,23,201,196,18,,1,10,426,123,140,20,108,35,,Gloucester County  ,"Gloucester County, Virginia",37348,0.508,0.878,0.08,0.006,0.009,0.038,0.782,0.911,0.85,0.896,0.233,70537,33692,0.086,169.2
220,,Goochland High,3,3,7,8,0,4,4,9,14,0,5,,48,153,7,,1,,209,36,116,8,38,10,1,Goochland County  ,"Goochland County, Virginia",23753,0.509,0.804,0.158,0.004,0.017,0.031,0.849,0.908,0.832,0.914,0.418,93994,51720,0.062,77.2
421,,Grayson County High,4,15,22,0,1,8,12,,4,12,23,,70,51,5,,,,126,72,24,3,23,4,,Grayson County  ,"Grayson County, Virginia",15550,0.486,0.925,0.057,0.003,0.002,0.038,0.813,0.782,0.692,0.813,0.137,36544,21663,0.188,35.1
72,,William Monroe High,2,3,0,1,10,4,16,23,5,1,7,2,88,124,7,,,,219,55,81,5,75,3,,Greene County  ,"Greene County, Virginia",19819,0.513,0.876,0.073,0.004,0.02,0.06,0.776,0.922,0.853,0.861,0.29,67398,32508,0.076,117.8
200,,Greensville County High,5,7,0,4,1,4,0,5,5,14,5,3,84,59,6,,,,149,35,84,11,15,1,3,Greensville County  ,"Greensville County, Virginia",11336,0.372,0.378,0.602,0.003,0.007,0.028,0.733,0.795,0.632,0.778,0.092,50300,19550,0.245,41.5
10,,Halifax County High,7,14,1,21,2,6,0,10,3,5,5,1,216,112,16,,,,344,117,170,10,24,7,16,Halifax County  ,"Halifax County, Virginia",33911,0.521,0.612,0.363,0.004,0.007,0.022,0.741,0.681,0.572,0.815,0.154,42669,23909,0.171,44.3
62,,Atlee High,20,13,17,7,19,9,17,21,7,8,37,17,96,280,1,,,4,381,62,277,9,21,12,,Hanover County  ,"Hanover County, Virginia",107766,0.51,0.86,0.095,0.005,0.019,0.031,0.825,0.93,0.86,0.931,0.398,89390,41200,0.051,213.1
